iter	RMSE
688	0.4136272401
689	0.4135939752
690	0.413577929
691	0.4135545179
692	0.4135468794
693	0.4135375111
694	0.4135253908
695	0.413496347
696	0.4134653399
697	0.4134480187
698	0.4134320233
699	0.4134258191
700	0.4134156379
701	0.4134035068
702	0.4133870514
703	0.4133742732
704	0.413356505
705	0.4133360051
706	0.4133193535
707	0.4133181333
708	0.4133014088
709	0.4132904346
710	0.4132802054
711	0.4132658757
712	0.4132566949
713	0.4132459232
714	0.4132414109
715	0.4132367644
716	0.4132320264
717	0.4132209212
718	0.4131852391
719	0.41314134
720	0.4131078156
721	0.4131051054
722	0.4130787775
723	0.4130693106
724	0.4130373714
725	0.4130270145
726	0.4130047367
727	0.4129704133
728	0.4129640517
729	0.4129467934
730	0.4129452316
731	0.4129279744
732	0.4129076358
733	0.4128876357
734	0.4128474339
735	0.4128408164
736	0.4128282054
737	0.412824792
738	0.4128171914
739	0.4127789393
740	0.4127783977
741	0.4127574136
742	0.4127453704
743	0.4127166483
744	0.4127079545
745	0.4126907403
746	0.4126556556
747	0.4126192169
748	0.4126185025
749	0.4125812901
750	0.4125573975
751	0.4125388001
752	0.4125192864
753	0.4124882237
754	0.4124741687
755	0.4124455543
756	0.412434833
757	0.412395677
758	0.4123688362
759	0.412359588
760	0.4123325226
761	0.4123179903
762	0.4122840589
763	0.4122814344
764	0.4122698807
765	0.412256412
766	0.4122298207
767	0.4121943844
768	0.4121746157
769	0.4121610368
770	0.4121504415
771	0.4121381799
772	0.4121279313
773	0.4121062727
774	0.4120746679
775	0.4120473324
776	0.4120297059
777	0.4120029715
778	0.4119899391
779	0.411971205
780	0.4119628929
781	0.4119574796
782	0.4119417169
783	0.4119266166
784	0.4118985813
785	0.411888428
786	0.4118678419
787	0.411830952
788	0.4118284572
789	0.4118117969
790	0.4117891975
791	0.4117870464
792	0.4117759003
793	0.411759409
794	0.4117458612
795	0.4117406563
796	0.411706989
797	0.4117044639
798	0.4116855755
799	0.4116800372
800	0.4116515205
801	0.4116452589
802	0.4116309513
803	0.4116228447
804	0.4115752219
805	0.4115651596
806	0.4115579258
807	0.4115425736
808	0.4115279989
809	0.4115044028
810	0.4114867994
811	0.4114853446
812	0.4114719573
813	0.4114661203
814	0.4114539088
815	0.4114425158
816	0.4114352459
817	0.4114037234
818	0.4114004217
819	0.4113849148
820	0.4113783189
821	0.4113589214
822	0.4113491625
823	0.41132739
824	0.4113139155
825	0.4113054063
826	0.4112758622
827	0.4112494047
828	0.4112415841
829	0.4112166218
830	0.4111958804
831	0.4111733919
832	0.4111420718
833	0.4111260319
834	0.4111142024
835	0.4110972973
836	0.4110828221
837	0.4110762518
838	0.4110628534
839	0.4110532126
840	0.4110327053
841	0.4110071522
842	0.4109919873
843	0.41097726
844	0.4109589389
845	0.4109436997
846	0.4109265251
847	0.4109233809
848	0.4109095382
849	0.4108958203
850	0.4108758902
851	0.4108628654
852	0.4108517362
853	0.4108482938
854	0.4108289788
855	0.4108127157
856	0.4107871562
857	0.4107569282
858	0.4107408771
859	0.4107260751
860	0.4107111217
861	0.4107075706
862	0.4106902669
863	0.4106658297
864	0.4106357544
865	0.4106239433
866	0.4106120754
867	0.4106001351
868	0.4105817964
869	0.4105700042
870	0.4105503352
871	0.4105414611
872	0.4105322398
873	0.4105278926
874	0.4105236099
875	0.410513186
876	0.4104951453
877	0.4104757403
878	0.4104503955
879	0.410432336
880	0.4104271626
881	0.4104077716
882	0.4104004195
883	0.4103880123
884	0.4103757977
885	0.4103726256
886	0.4103672296
887	0.4103505573
888	0.4103403819
889	0.4103202594
890	0.4102985598
891	0.4102867486
892	0.4102656357
893	0.4102568965
894	0.4102420651
895	0.4102312821
896	0.4102183848
897	0.4101929761
898	0.4101617567
899	0.4101497204
900	0.4101367669
901	0.4101247017
902	0.410098052
903	0.410088848
904	0.4100783427
905	0.4100547014
906	0.4100342067
907	0.4100087314
908	0.4099866275
909	0.4099745517
910	0.4099642383
911	0.409947865
912	0.4099310437
913	0.4099117828
914	0.4099001366
915	0.4098577498
916	0.4098512037
917	0.4098326557
918	0.409805899
919	0.4097812979
920	0.4097605183
921	0.4097528584
922	0.409731095
923	0.4097306406
924	0.4097219995
925	0.4096945566
926	0.4096927481
927	0.4096814692
928	0.40966585
929	0.4096600338
930	0.4096552965
931	0.4096488803
932	0.4096328696
933	0.4096279564
934	0.4096192152
935	0.4096128921
936	0.4096000056
937	0.4095658241
938	0.4095642646
939	0.4095487364
940	0.4095331202
941	0.409521167
942	0.4095034529
943	0.4094937103
944	0.4094727096
945	0.4094331555
946	0.4094294077
947	0.4093911067
948	0.4093650188
949	0.4093527761
950	0.40933457
951	0.4093209027
952	0.4093123814
953	0.4092999874
954	0.4092911147
955	0.4092826377
956	0.4092702472
957	0.40925154
958	0.4092318764
959	0.409230193
960	0.4092200069
961	0.4092117098
962	0.4091915765
963	0.4091735739
964	0.4091662704
965	0.4091519254
966	0.4091505103
967	0.4091333194
968	0.4091179735
969	0.4091046174
970	0.40909695
971	0.4090860895
972	0.4090424033
973	0.4090221276
974	0.4090020118
975	0.408994291
976	0.4089921989
977	0.40897729
978	0.4089661836
979	0.4089658313
980	0.4089593272
981	0.4089542542
982	0.408954019
983	0.4089258451
984	0.4088897519
985	0.4088743749
986	0.4088449972
987	0.4088135951
988	0.4088133802
989	0.4087945659
990	0.4087762437
991	0.4087660799
992	0.4087426163
993	0.4087283189
994	0.408712456
995	0.4086936515
996	0.4086933755
997	0.4086854519
998	0.4086806909
999	0.4086533704
